_key,_from,_to,amount,timestamp,txnType,scenario
53145a65828745b88c08181108bcdd54,BankAccount/acct_42_000000,BankAccount/acct_42_000001,3000000,2025-12-30T00:00:42Z,NEFT,cycle
0e30a706815e4729d1fe1b9136a445dc,BankAccount/acct_42_000001,BankAccount/acct_42_000002,3000000,2025-12-30T00:10:42Z,NEFT,cycle
f4f9e182fc45e0850a22d6f9d82bf206,BankAccount/acct_42_000002,BankAccount/acct_42_000003,2500000,2025-12-30T00:20:42Z,NEFT,cycle
551a3c350755a1b195e5bc45c50287fb,BankAccount/acct_42_000003,BankAccount/acct_42_000000,2500000,2025-12-30T00:30:42Z,NEFT,cycle
43b7c45df61ffd73947beba070d61048,BankAccount/acct_42_000100,BankAccount/acct_42_000010,37183.99,2025-12-31T00:00:42Z,UPI,mule
b0424affdfdb3d88d54f2c8121e610fe,BankAccount/acct_42_000101,BankAccount/acct_42_000010,23675.39,2025-12-31T00:01:42Z,UPI,mule
2fc87559663e391f460652e18ac24a34,BankAccount/acct_42_000102,BankAccount/acct_42_000010,33324.82,2025-12-31T00:02:42Z,UPI,mule
eb85e6bf60992ab84d1a27cc122af432,BankAccount/acct_42_000103,BankAccount/acct_42_000010,16045.31,2025-12-31T00:03:42Z,UPI,mule
568803803ca7f88002833b92c19f70a6,BankAccount/acct_42_000104,BankAccount/acct_42_000010,38894.28,2025-12-31T00:04:42Z,UPI,mule
ef142a69608674d77b401329d62d0744,BankAccount/acct_42_000105,BankAccount/acct_42_000010,28834.26,2025-12-31T00:05:42Z,UPI,mule
832ad562309458f50411fbc5b2cc9afb,BankAccount/acct_42_000106,BankAccount/acct_42_000010,40424.71,2025-12-31T00:06:42Z,UPI,mule
f7b80e2138cfa3bea71bca5254612e9f,BankAccount/acct_42_000107,BankAccount/acct_42_000010,11209.74,2025-12-31T00:07:42Z,UPI,mule
44005c20b59373323a1f95e1bd11ec48,BankAccount/acct_42_000108,BankAccount/acct_42_000010,24297.03,2025-12-31T00:08:42Z,UPI,mule
31d89722ee721e4a1c566610892756ed,BankAccount/acct_42_000109,BankAccount/acct_42_000010,46310.9,2025-12-31T00:09:42Z,UPI,mule
56fdb1b1f65245c1f4c33c84d18903d2,BankAccount/acct_42_000110,BankAccount/acct_42_000010,45412.94,2025-12-31T00:10:42Z,UPI,mule
0e40870fbd2d7a7d5cd409210c2fbbd6,BankAccount/acct_42_000111,BankAccount/acct_42_000010,47832.82,2025-12-31T00:11:42Z,UPI,mule
50d71c02629f66c55aea579e49939e3a,BankAccount/acct_42_000112,BankAccount/acct_42_000010,28226.99,2025-12-31T00:12:42Z,UPI,mule
245887fd55a8561db62c9cc825e17d1e,BankAccount/acct_42_000113,BankAccount/acct_42_000010,35698.94,2025-12-31T00:13:42Z,UPI,mule
005ac80921447a99ef305d0888f434fe,BankAccount/acct_42_000114,BankAccount/acct_42_000010,47468.31,2025-12-31T00:14:42Z,UPI,mule
f13f58aecba69db018c32011ac807084,BankAccount/acct_42_000115,BankAccount/acct_42_000010,24916.04,2025-12-31T00:15:42Z,UPI,mule
9a9737702fe9ca120ca5e2461feb210a,BankAccount/acct_42_000116,BankAccount/acct_42_000010,39656.83,2025-12-31T00:16:42Z,UPI,mule
f3806ed9a123297c1718ceb32465cace,BankAccount/acct_42_000117,BankAccount/acct_42_000010,37293.16,2025-12-31T00:17:42Z,UPI,mule
56dc21fe9c1adbc206bf74fe5729b320,BankAccount/acct_42_000118,BankAccount/acct_42_000010,28280.69,2025-12-31T00:18:42Z,UPI,mule
9b5f3d7b9b9307ad322bb264a50f8475,BankAccount/acct_42_000119,BankAccount/acct_42_000010,8131.15,2025-12-31T00:19:42Z,UPI,mule
886d4ff8de9356901a3fafefbdd29c6f,BankAccount/acct_42_000120,BankAccount/acct_42_000010,20223.66,2025-12-31T00:20:42Z,UPI,mule
865d4990e9af47f3715a04224e0f84b8,BankAccount/acct_42_000121,BankAccount/acct_42_000010,23074.29,2025-12-31T00:21:42Z,UPI,mule
cf82873f8d9919dd083fadd55a4e6f62,BankAccount/acct_42_000122,BankAccount/acct_42_000010,39756.77,2025-12-31T00:22:42Z,UPI,mule
7541e4dab86a27f70b57de100b10aa70,BankAccount/acct_42_000123,BankAccount/acct_42_000010,24533.25,2025-12-31T00:23:42Z,UPI,mule
02fa101e0b916af056d435b06439bb8a,BankAccount/acct_42_000124,BankAccount/acct_42_000010,22696.98,2025-12-31T00:24:42Z,UPI,mule
9055fd5c0738089176001f7634493b4c,BankAccount/acct_42_000125,BankAccount/acct_42_000010,6669.22,2025-12-31T00:25:42Z,UPI,mule
f175e5b3064781cdeda1d92fd0aa21a4,BankAccount/acct_42_000126,BankAccount/acct_42_000010,46513.35,2025-12-31T00:26:42Z,UPI,mule
703710ac286d6565fdf3ae2c7024f308,BankAccount/acct_42_000127,BankAccount/acct_42_000010,11792.84,2025-12-31T00:27:42Z,UPI,mule
3fa78aaed3f96bb7273056e98efbf4a6,BankAccount/acct_42_000128,BankAccount/acct_42_000010,30855.08,2025-12-31T00:28:42Z,UPI,mule
e422b84a06bebd617d682cf3233f6ec0,BankAccount/acct_42_000129,BankAccount/acct_42_000010,48997.98,2025-12-31T00:29:42Z,UPI,mule
3d04cf01863d6a7e29f35b037a10ba55,BankAccount/acct_42_000130,BankAccount/acct_42_000010,49102.12,2025-12-31T00:30:42Z,UPI,mule
f1cbb9f414c996439f69f7398a23cb3b,BankAccount/acct_42_000131,BankAccount/acct_42_000010,40958.18,2025-12-31T00:31:42Z,UPI,mule
c6ff5c038c7f7463de8b727bdce953b0,BankAccount/acct_42_000132,BankAccount/acct_42_000010,44411.6,2025-12-31T00:32:42Z,UPI,mule
261648adc58ccd4b5525021b6b8acb25,BankAccount/acct_42_000133,BankAccount/acct_42_000010,48769.75,2025-12-31T00:33:42Z,UPI,mule
b498fd65d12b67f73647970134de8df0,BankAccount/acct_42_000134,BankAccount/acct_42_000010,23868.74,2025-12-31T00:34:42Z,UPI,mule
56ae7a89fae632f16568e83f930bfdc7,BankAccount/acct_42_000135,BankAccount/acct_42_000010,44860.23,2025-12-31T00:35:42Z,UPI,mule
563a3fa950efa8f216d13a8503476fbe,BankAccount/acct_42_000136,BankAccount/acct_42_000010,36535.57,2025-12-31T00:36:42Z,UPI,mule
d7837c80524fd26c85cef6d4f39e333c,BankAccount/acct_42_000137,BankAccount/acct_42_000010,44309.59,2025-12-31T00:37:42Z,UPI,mule
cf28bbee1cb5969beb963fa328261a59,BankAccount/acct_42_000138,BankAccount/acct_42_000010,37469.8,2025-12-31T00:38:42Z,UPI,mule
088f7003696e12406b186dc37898e50f,BankAccount/acct_42_000139,BankAccount/acct_42_000010,19116.29,2025-12-31T00:39:42Z,UPI,mule
2175e2fd4b3e5cfc3fef8c065590a666,BankAccount/acct_42_000140,BankAccount/acct_42_000010,20487.08,2025-12-31T00:40:42Z,UPI,mule
948e1c9e36c67e3d441ccc0da0e462be,BankAccount/acct_42_000141,BankAccount/acct_42_000010,42215.16,2025-12-31T00:41:42Z,UPI,mule
a1fc632d6bf76049638f7e75cb5d539a,BankAccount/acct_42_000142,BankAccount/acct_42_000010,45509.38,2025-12-31T00:42:42Z,UPI,mule
3accfcb77a2b57833edbfe283b861d67,BankAccount/acct_42_000143,BankAccount/acct_42_000010,32468.05,2025-12-31T00:43:42Z,UPI,mule
609e75fd4f0aab5bbe16f2b6bec3f918,BankAccount/acct_42_000144,BankAccount/acct_42_000010,11608.78,2025-12-31T00:44:42Z,UPI,mule
977750e7776abd35dc64d41c1fbb99f8,BankAccount/acct_42_000145,BankAccount/acct_42_000010,23177.21,2025-12-31T00:45:42Z,UPI,mule
a934475eaefff50cec245c173dc63b1b,BankAccount/acct_42_000146,BankAccount/acct_42_000010,33974.57,2025-12-31T00:46:42Z,UPI,mule
8054d21a1254e004fbd1f3fe71cc0545,BankAccount/acct_42_000147,BankAccount/acct_42_000010,44941.09,2025-12-31T00:47:42Z,UPI,mule
09d7b65311d3b1eec5cc32dd1d1c15fd,BankAccount/acct_42_000148,BankAccount/acct_42_000010,33096.19,2025-12-31T00:48:42Z,UPI,mule
f95a34523fda241769bb74a105eb7a72,BankAccount/acct_42_000149,BankAccount/acct_42_000010,32818.44,2025-12-31T00:49:42Z,UPI,mule
f93895b5440b3df9ba44008e9f7cf8f0,BankAccount/acct_42_000226,BankAccount/acct_42_000357,155102.53,2025-12-09T01:52:42Z,IMPS,background
b4d1da3b5544f992cdc9df25de42dd48,BankAccount/acct_42_000154,BankAccount/acct_42_000043,78059.71,2025-12-29T05:40:42Z,UPI,background
e0e5462ba1c36763efcf1337a01de73b,BankAccount/acct_42_000368,BankAccount/acct_42_000378,42825.53,2025-11-05T19:42:42Z,UPI,background
76d5a683fa30b361e24a8908dfa7c864,BankAccount/acct_42_000261,BankAccount/acct_42_000282,151433.56,2025-12-12T06:13:42Z,UPI,background
ad11c5e1d0b369640367b597d464352f,BankAccount/acct_42_000081,BankAccount/acct_42_000011,48343.82,2025-12-30T05:35:42Z,UPI,background
fc1d78c79edb20ba2d4f411f0b568d3c,BankAccount/acct_42_000396,BankAccount/acct_42_000155,146424.03,2025-11-15T09:35:42Z,NEFT,background
b8ac776c5fc76a7e1184a86ecd320e2b,BankAccount/acct_42_000430,BankAccount/acct_42_000190,24850.22,2025-12-15T02:36:42Z,UPI,background
5e97b4417ae6be4c207595bd534aa681,BankAccount/acct_42_000387,BankAccount/acct_42_000333,59662.43,2025-11-01T19:45:42Z,IMPS,background
596ce908b380c769028abd040c553138,BankAccount/acct_42_000377,BankAccount/acct_42_000002,161096.97,2025-12-02T12:26:42Z,RTGS,background
0d60113552c5d9aee68327bd4a2aa93c,BankAccount/acct_42_000297,BankAccount/acct_42_000289,70132.39,2025-11-16T02:35:42Z,RTGS,background
33dd9d953a0a407596ea63ecf1447c59,BankAccount/acct_42_000145,BankAccount/acct_42_000341,142898.76,2025-11-11T04:27:42Z,RTGS,background
9b32915b56eef34cdfa986668cebf63e,BankAccount/acct_42_000266,BankAccount/acct_42_000377,103338.72,2025-12-16T20:25:42Z,UPI,background
93bb509c806a024944de08ec31ec0e45,BankAccount/acct_42_000098,BankAccount/acct_42_000421,19687.77,2025-11-12T11:41:42Z,IMPS,background
219703f53e6d8033ea4172644314933e,BankAccount/acct_42_000364,BankAccount/acct_42_000217,18540.5,2025-11-08T09:57:42Z,NEFT,background
64d92267f9d4065071e4c3a127e4db37,BankAccount/acct_42_000217,BankAccount/acct_42_000066,15706.73,2025-12-01T16:41:42Z,IMPS,background
0287c481760e3e8ee2ee59c5baf498ea,BankAccount/acct_42_000346,BankAccount/acct_42_000269,174415.76,2025-12-06T03:56:42Z,IMPS,background
d1c2207fc0a239d40ec355f33e057db5,BankAccount/acct_42_000299,BankAccount/acct_42_000255,137834.67,2025-11-21T09:33:42Z,IMPS,background
13588b9e55fb7a6295592a68f1a4bf4a,BankAccount/acct_42_000250,BankAccount/acct_42_000374,101206.6,2025-12-05T18:27:42Z,RTGS,background
c870d88994461373661b4fdeb3508dd1,BankAccount/acct_42_000248,BankAccount/acct_42_000364,138924.69,2025-12-02T19:36:42Z,NEFT,background
83e3509fc7bc86afe20409161049809e,BankAccount/acct_42_000233,BankAccount/acct_42_000242,184347.3,2025-12-29T18:39:42Z,UPI,background
8b096aa553ba8221c99e7cca3fd28747,BankAccount/acct_42_000060,BankAccount/acct_42_000308,24261.2,2025-11-07T10:04:42Z,NEFT,background
cb0716ecbbd5b3341565260f8ce1ce66,BankAccount/acct_42_000292,BankAccount/acct_42_000148,23636.67,2025-12-29T06:10:42Z,RTGS,background
49b470d1dc29aced8cb2c26d663b6f84,BankAccount/acct_42_000156,BankAccount/acct_42_000191,5692.76,2025-12-12T13:58:42Z,IMPS,background
b4c8236021998d04d9117e52e7dfa01f,BankAccount/acct_42_000073,BankAccount/acct_42_000072,9825.34,2025-11-11T03:53:42Z,IMPS,background
4ba117a25eee011158d369c96e0f4188,BankAccount/acct_42_000156,BankAccount/acct_42_000145,516.94,2025-12-18T17:46:42Z,IMPS,background
229d4113c5ce197dfabf7163d38d4ff5,BankAccount/acct_42_000280,BankAccount/acct_42_000178,96287.17,2025-12-27T22:29:42Z,IMPS,background
2f8414d40fdd77790faf9485240c11d2,BankAccount/acct_42_000158,BankAccount/acct_42_000289,95097.99,2025-12-03T12:29:42Z,IMPS,background
18b28ae24eaaa6b8c782a3d66908370e,BankAccount/acct_42_000368,BankAccount/acct_42_000426,101002.3,2025-11-23T19:29:42Z,RTGS,background
130c49280f40859a8ce1c61994a12385,BankAccount/acct_42_000235,BankAccount/acct_42_000389,29881.62,2025-12-03T01:14:42Z,IMPS,background
ec24c13320232224ee49f3c3953f33f0,BankAccount/acct_42_000372,BankAccount/acct_42_000166,77508.3,2025-12-26T02:41:42Z,IMPS,background
dc348b5341ed406eb083dc634b114d54,BankAccount/acct_42_000202,BankAccount/acct_42_000173,147208.97,2025-11-27T22:27:42Z,IMPS,background
745045100b02dd01dd710f88ce84603b,BankAccount/acct_42_000330,BankAccount/acct_42_000045,114441.76,2025-11-06T18:21:42Z,NEFT,background
5520ec8b86bffc847a33856eb6ac8ead,BankAccount/acct_42_000407,BankAccount/acct_42_000395,128818.45,2025-11-16T13:28:42Z,NEFT,background
7bc6af2703d2e9b3e33f7293ce1f044e,BankAccount/acct_42_000043,BankAccount/acct_42_000098,191462.83,2025-11-22T05:31:42Z,NEFT,background
56d755a29f3f3b97c0f3ceaa4de1cc84,BankAccount/acct_42_000267,BankAccount/acct_42_000096,24144.61,2025-11-13T07:46:42Z,NEFT,background
c7ad432c776daad9a30d637fdeb0f32a,BankAccount/acct_42_000272,BankAccount/acct_42_000092,49132.81,2025-12-30T14:37:42Z,RTGS,background
ad7016663cb3c7d06af878c25e1c1d5d,BankAccount/acct_42_000361,BankAccount/acct_42_000429,17021.12,2025-11-05T04:14:42Z,IMPS,background
cf093f1babb613c900ae6c12911d5524,BankAccount/acct_42_000273,BankAccount/acct_42_000310,98345.46,2025-12-11T10:18:42Z,NEFT,background
19c89af615a325aee34e7f2001ceb245,BankAccount/acct_42_000011,BankAccount/acct_42_000174,4908.98,2025-12-04T17:51:42Z,IMPS,background
f0df58a1283e8faa24d1994489bb4ff1,BankAccount/acct_42_000270,BankAccount/acct_42_000162,23017.46,2025-12-07T15:14:42Z,NEFT,background
966a901b03fc12aa590bbcb7e5143311,BankAccount/acct_42_000050,BankAccount/acct_42_000277,36615.52,2025-12-21T14:16:42Z,RTGS,background
725eef772c9049a3bc57cfdf08a99d3d,BankAccount/acct_42_000393,BankAccount/acct_42_000045,135753.85,2025-12-22T13:32:42Z,IMPS,background
a541ad70f9e4d9d2b751a9a9368079b5,BankAccount/acct_42_000030,BankAccount/acct_42_000314,142688.79,2025-12-11T17:49:42Z,NEFT,background
acbb345835d983ac43d72faa2a6302df,BankAccount/acct_42_000152,BankAccount/acct_42_000199,82623.28,2025-12-25T13:05:42Z,RTGS,background
0c0828af88e47fd96200938a6f87f0ef,BankAccount/acct_42_000165,BankAccount/acct_42_000132,40591.64,2025-12-07T19:53:42Z,NEFT,background
adb9335265195c20542054171884a20a,BankAccount/acct_42_000385,BankAccount/acct_42_000305,101773.39,2025-11-24T15:56:42Z,IMPS,background
ebbe33cd93a15878eb96a321454961db,BankAccount/acct_42_000258,BankAccount/acct_42_000197,12220.33,2025-11-01T20:05:42Z,UPI,background
eee73ff7ad8dbc0686a41de5ebf353f0,BankAccount/acct_42_000237,BankAccount/acct_42_000283,5878.4,2025-12-05T21:46:42Z,IMPS,background
27f2188cc6944dd714a3bf749e74d53f,BankAccount/acct_42_000324,BankAccount/acct_42_000119,110859.65,2025-11-03T23:22:42Z,UPI,background
23044180e34e20b2a2e8d88dc4478930,BankAccount/acct_42_000300,BankAccount/acct_42_000345,60992.11,2025-12-25T15:36:42Z,RTGS,background
11222ea1b961293ea8433dc58f68f76e,BankAccount/acct_42_000208,BankAccount/acct_42_000228,156598.03,2025-12-26T02:18:42Z,RTGS,background
7e13ef107dcc7dcbc37e8dbe4a27d2fe,BankAccount/acct_42_000072,BankAccount/acct_42_000191,107553.37,2025-11-27T18:16:42Z,RTGS,background
8f82d13a1323e7f59b62ec2aee4872d5,BankAccount/acct_42_000216,BankAccount/acct_42_000284,162547.48,2025-12-03T22:35:42Z,NEFT,background
c93f85e060efb7a3c4afedd384645a7f,BankAccount/acct_42_000424,BankAccount/acct_42_000317,208.53,2025-12-13T01:43:42Z,RTGS,background
1086d43f05990e1d0d08dd470f3442d1,BankAccount/acct_42_000246,BankAccount/acct_42_000139,199848.45,2025-11-23T15:27:42Z,IMPS,background
6f16d731f60f077b83d7195bfe8064d9,BankAccount/acct_42_000431,BankAccount/acct_42_000323,9192.4,2025-12-18T04:02:42Z,UPI,background
c471c928ae83962ea5cb4a871f3ee718,BankAccount/acct_42_000378,BankAccount/acct_42_000273,18034.05,2025-11-25T21:37:42Z,UPI,background
ee890a670c8362f5e20848de746b7fa9,BankAccount/acct_42_000357,BankAccount/acct_42_000062,175668.03,2025-11-08T19:14:42Z,UPI,background
fb509eb8da2e97175741b059fc003466,BankAccount/acct_42_000107,BankAccount/acct_42_000312,127070.46,2025-11-29T13:09:42Z,UPI,background
89730813df69389071d777b272297dda,BankAccount/acct_42_000385,BankAccount/acct_42_000362,132489.18,2025-12-03T14:41:42Z,RTGS,background
7caefa5a5f837323881af4051a2e610a,BankAccount/acct_42_000164,BankAccount/acct_42_000174,3273.34,2025-12-18T08:19:42Z,UPI,background
660ad993f75dc718995a4cc15c2b20c8,BankAccount/acct_42_000354,BankAccount/acct_42_000068,955.42,2025-11-20T23:56:42Z,IMPS,background
033ac2f0eb2e3f3e43ec36426fb8cfc6,BankAccount/acct_42_000004,BankAccount/acct_42_000344,152516.8,2025-12-20T09:54:42Z,IMPS,background
29eae86579049bdb364bf66efb26a04a,BankAccount/acct_42_000275,BankAccount/acct_42_000041,107776.0,2025-11-11T01:51:42Z,NEFT,background
6a0ad3b986a4ecc46ed617e7ea43a94b,BankAccount/acct_42_000426,BankAccount/acct_42_000417,70663.65,2025-11-19T08:49:42Z,NEFT,background
ec457a4318b5471f8a1d7706c93abe5b,BankAccount/acct_42_000416,BankAccount/acct_42_000192,77411.53,2025-11-09T03:29:42Z,UPI,background
236984611a0e3b4763c7715523d70e59,BankAccount/acct_42_000429,BankAccount/acct_42_000393,25040.3,2025-11-10T00:13:42Z,NEFT,background
f15ead88ed84acd2124884f3257a1ae9,BankAccount/acct_42_000189,BankAccount/acct_42_000098,148654.57,2025-12-03T23:41:42Z,RTGS,background
d792379655db25252fd22c02cde219b2,BankAccount/acct_42_000388,BankAccount/acct_42_000143,18084.31,2025-11-18T11:48:42Z,RTGS,background
377eaa2e002f5cc0aea1805deb5d82fb,BankAccount/acct_42_000314,BankAccount/acct_42_000320,196025.81,2025-12-12T16:28:42Z,RTGS,background
01fd29d5ad5c486af019db771c7c830d,BankAccount/acct_42_000185,BankAccount/acct_42_000018,1526.37,2025-12-14T07:11:42Z,RTGS,background
39ce247f467ba1684f4bc46afeed5cf7,BankAccount/acct_42_000420,BankAccount/acct_42_000326,113863.54,2025-12-06T20:13:42Z,UPI,background
67596d4bad8c77c95ea87bf2cca04cef,BankAccount/acct_42_000252,BankAccount/acct_42_000087,13165.59,2025-11-26T17:24:42Z,RTGS,background
d2954e5a3da13bfb3cd6346480e54404,BankAccount/acct_42_000065,BankAccount/acct_42_000381,186719.32,2025-12-27T19:40:42Z,UPI,background
37abffc8a637225eb1fbb3a23cae0a0f,BankAccount/acct_42_000438,BankAccount/acct_42_000116,38451.12,2025-11-05T06:09:42Z,UPI,background
6388d661b6fb5059e101f5a018dc1f37,BankAccount/acct_42_000347,BankAccount/acct_42_000011,136168.0,2025-11-17T00:52:42Z,UPI,background
19f99f5dd2cf41b87716fe982faa2253,BankAccount/acct_42_000232,BankAccount/acct_42_000001,170786.58,2025-11-01T09:26:42Z,NEFT,background
b6a27d395f8e5836286120f16156d2e9,BankAccount/acct_42_000165,BankAccount/acct_42_000221,24431.37,2025-11-07T10:07:42Z,UPI,background
2c25cacc0413e7e2b5ed95b31dffb757,BankAccount/acct_42_000265,BankAccount/acct_42_000238,176772.11,2025-11-30T11:40:42Z,NEFT,background
80a0580ca31f150a1da13a633c47fb47,BankAccount/acct_42_000114,BankAccount/acct_42_000024,63316.77,2025-12-14T09:40:42Z,IMPS,background
faad0e7c7c3153e12998b351fcd02158,BankAccount/acct_42_000200,BankAccount/acct_42_000099,198053.9,2025-12-10T21:13:42Z,NEFT,background
377eba0a09246b2d2d5b743cc50c745c,BankAccount/acct_42_000115,BankAccount/acct_42_000353,39455.68,2025-12-04T21:28:42Z,RTGS,background
096495e38e73183d63a698e2b8caeb12,BankAccount/acct_42_000168,BankAccount/acct_42_000159,5671.76,2025-12-27T02:38:42Z,NEFT,background
07638e2bf57a8a47d51012d6f5c22651,BankAccount/acct_42_000221,BankAccount/acct_42_000413,168117.47,2025-12-30T03:47:42Z,UPI,background
